file,station,lon,lat,unit_flag,O2_250_400m_mLL
HB2025009006.npy,4,5.555666666666667,60.870916666666666,outside_box,
HB2025009006.npy,5,5.415383333333334,60.87283333333333,umol/kg_to_mL/L,3.065796934557727
HB2025009006.npy,6,5.415383333333334,60.87283333333333,no_depth,
HB2025009006.npy,7,5.350216666666666,60.851216666666666,umol/kg_to_mL/L,3.029763299835284
HB2025009006.npy,8,5.34785,60.84265,outside_box,
HB2025009006.npy,9,5.3171333333333335,60.80421666666667,outside_box,
HB2025009006.npy,10,5.349333333333333,60.835233333333335,outside_box,
HB2025009006.npy,11,5.366416666666667,60.87016666666667,umol/kg_to_mL/L,3.1068299514594973
HB2025009006.npy,12,5.346233333333333,60.82555,outside_box,
HB2025009006.npy,13,5.345716666666667,60.82533333333333,outside_box,
HB2025009006.npy,14,5.295483333333333,60.80521666666667,outside_box,
HB2025009006.npy,15,5.2836,60.80553333333334,outside_box,
HB2025009006.npy,16,5.2369,60.775166666666664,outside_box,
HB2025009006.npy,17,5.213316666666667,60.764966666666666,outside_box,
HB2025009006.npy,18,5.213316666666667,60.764966666666666,outside_box,
HB2025009006.npy,19,5.130516666666667,60.7905,outside_box,
HB2025009006.npy,20,5.054766666666667,60.8302,outside_box,
HB2025009006.npy,21,5.0555,60.83,outside_box,
HB2025009006.npy,22,4.8745666666666665,60.85308333333333,outside_box,
HB2025009006.npy,23,5.217066666666667,60.66205,outside_box,
HB2025009006.npy,24,5.346983333333333,60.55668333333333,outside_box,
HB2026009004.npy,0,5.2519,60.46511666666667,outside_box,
HB2026009004.npy,1,4.8742,60.85375,outside_box,
HB2026009004.npy,2,5.05515,60.83006666666667,outside_box,
HB2026009004.npy,3,,,outside_box,
HB2026009004.npy,4,5.345,60.8254,outside_box,
HB2026009004.npy,5,5.2973333333333334,60.80433333333333,outside_box,
HB2026009004.npy,6,5.5563,60.87146666666666,outside_box,
HB2026009004.npy,7,5.471,60.88133333333333,umol/kg_to_mL/L,4.551828315853156
HB2026009004.npy,8,5.437316666666667,60.875416666666666,umol/kg_to_mL/L,4.709063620528254
HB2026009004.npy,9,5.4145,60.87275,umol/kg_to_mL/L,4.721123259793136
HB2026009004.npy,10,5.4145,60.87275,no_depth,
HB2026009004.npy,11,5.36755,60.86666666666667,umol/kg_to_mL/L,4.711718668182465
HB2026009004.npy,12,5.352083333333334,60.84815,outside_box,
HB2026009004.npy,13,5.347316666666667,60.84295,outside_box,
HB2026009004.npy,14,5.349366666666667,60.83541666666667,outside_box,
HB2026009004.npy,15,5.346033333333334,60.825450000000004,outside_box,
HB2026009004.npy,16,5.317333333333333,60.80445,outside_box,
HB2026009004.npy,17,5.295183333333333,60.805,outside_box,
HB2026009004.npy,18,5.283816666666667,60.80546666666667,outside_box,
HB2026009004.npy,19,5.236983333333334,60.7755,outside_box,
HB2026009004.npy,20,5.2132,60.76495,outside_box,
HB2026009004.npy,21,5.13065,60.790733333333336,outside_box,
HB2026009004.npy,22,5.2171666666666665,60.662,outside_box,
HB2026009004.npy,23,5.172766666666667,60.68516666666667,outside_box,
HB2026009004.npy,24,5.105816666666667,60.70786666666667,outside_box,
HB2026009004.npy,25,5.0524,60.72516666666667,outside_box,
HB2026009004.npy,26,5.025916666666666,60.7323,outside_box,
